,Heading,Date,Content
1228,Missing,"Wednesday, June 17, 2015","Sonia Rabha lodged a complaint that in the month of April, two persons Gonok Rabha and Md. Zel Hoque took his son Pankaj Rabha (21 yrs) to engage him to work in a factory. However, Pankaj Rabha was found missing since then."
1229,Meghalaya Crime Update,"Wednesday, June 17, 2015","Money looted
Police arrested five persons for allegedly assaulting and looting a whopping amount of Rs 3,20,000 from a person in Ri Bhoi. Police said that one Alayius Khardewsaw was looted by five miscreants identified as Andrias Khardewsaw (32), Kyrshanborlang Khardewsaw (21),  Pius Khardewsaw (42), Wardrich Khardewsaw (29) and Pynshailang Kardewsaw (33) at Rwiang village in Ri Bhoi district on the evening of June 13.Theft
On June 15 at around 3.30 pm, unknown miscreants stole two laptops from the residence of Akhrienuo Kire at Bhagyakul, Upper New Colony, Shillong.
On the night of June 14, unknown miscreants stole Rs. 14,700, ten mobiles and one CPU from the shop of Vikash Singh at Assam Rifles Bazar, Happy Valley, Shillong.Assault
On June 14 at around 2.45 am, unidentified miscreants assaulted Abhijit Dey (29 yrs) at Nongthymmai, Shillong. As a result, the victim sustained injuries and was removed to Woodland Hospital, Shillong.
On June 14 at around 12 am, unidentified miscreants assaulted Vikash Singh (19 yrs) at Garikhana, Shillong. As a result, the victim sustained injuries and was removed to Woodland Hospital, Shillong.
Dr. I.T.R. Marak and Dr. S. Islam of Resubelpara CHC (NGH) lodged a complaint that on June 11 at around 9 pm, one Krellen G Momin whose wife was admitted to CHC, assaulted and abused the complainants and staff of the CHC.Threat
On the afternoon of June 12, one Krishna Rai outraged the modesty of a girl and threatened her with dire consequences at Sohkymphor village (EJH). Police arrested the accused.Abduction
On the evening of May 28, two unidentified miscreants abducted a driver, Donickson R Marak from Doldenggre (WGH). On the intervening night of May 28 & 29, the victim managed to escape at Chillipara (WGH). Later, on his leading, Police arrested (June 14) his abductors Kelson Ch Momin and Sengop R Marak from Chillipara.Collision
On June 14 at around 2.45 pm, one motorcycle (ML-05G-3143) ridden by Sikrang Sangma (31) collided with another motorcycle (ML-05G-0547) ridden by Brandon Cooper Mawrie (23) at Bivar Road, Shillong. As a result, both the riders sustained injuries and were shifted to Civil Hospital Shillong."
1230,District admin begins sealing high rises in city,"Tuesday, June 16, 2015","Tears, pleas of affected tenants, residents go unheard"
1231,Fight against corruption takes back seat,"Tuesday, June 16, 2015","Lokayukta a non starter, Vigilance panel almost defunct in M’laya
SHILLONG: An almost defunct State Vigilance Commission and absence of the Lokayukta in Meghalaya has deterred any vibrant anti corruption initiative in the State.
While the formation of Lokayukta is yet to become a reality, the State Vigilance Commission has become powerless as official records show that till date only 8 corruption cases involving public servants were registered and investigated by the Vigilance Commission but without a single conviction.
In the absence of the Lokayukta, the Anti- Corruption Branch of the Meghalaya Police under the supervision of CID formed as per Prevention of Corruption Act, 1998 is carrying out investigation into the corruption cases involving public servants.
However, the post of DIG under the Anti- Corruption Branch is lying vacant and the current Deputy SP in charge Anti- Corruption Branch is engaged in anti-insurgency operations instead of investigating corruption cases. While there are only three inspectors, the number of constables is 4, official data said.  Moreover, there is no autonomy for the Anti- Corruption Branch.
Regarding the Lokayukta, the State Government had in March last year passed the Meghalaya Lokayukta Bill, 2014, but the actual Lokayukta is yet to take shape.
An official said on Monday that as far as formation of the Lokayukta is concerned, the process has been delayed since the five-member search committee empowered to select the Chairperson and other members of the Lokayukta had failed to meet.
The search committee had been appointed by a Government Selection Committee.
The search committee, after preparing a panel of names, will have to forward the same to the selection committee for the appointment of a Chairperson and four members of Lokayukta.
As per the Meghalaya Lokayukta Bill, 2014 passed by the government in March 2014, besides four members, the Lokayukta will consist of the Chairperson, who is or has been a Chief Justice of the High Court or a Judge of the High Court or an eminent person who fulfils the eligibility of having impeccable integrity and knowledge of anti-corruption policy for at least 25 years”.
The eminent person should have “outstanding ability having special knowledge and expertise of not less than 25 years in the matters relating to anti-corruption policy, public administration, vigilance, finance including insurance and banking, law and management”.
While the term of the Chairman and four members is five years, they can remain in office till the age of 70 as per the Lokayukta Act. The minimum age of the Chairperson and the members should be 45 years."
1232,Abducted GH teacher escapes from captivity of militants,"Tuesday, June 16, 2015","TURA: A school teacher of Halchati and Nokma (village headman) of Nokchi near the Bangladesh border in Purakhasia region of West Garo Hills has escaped from the clutches of his captors and surfaced in Sibbari border of South Garo Hills on Monday.
Teacher Naresh Koch took shelter inside a BSF outpost in Sibbari border after being given a lift by a passing truck in South Garo Hills.
The confused and exhausted victim narrated to authorities his escape from his abductors who are believed to be militants of the ASAK outfit.
He took flight to freedom while attending to the call of nature,  revealed the Nokma.
He along with co-teacher Niren Koch was kidnapped while heading from Nokchi to their school in Halchati on Friday.
The two were reportedly kept inside a jungle camp of the militant group but were unsure whether it was inside India or across the border in Bangladesh.
While in captivity the militants contacted their families for ransom. For Nokma Naresh Koch the suspected ASAK militants demanded a whooping Rs.1 crore for his safe return while for the co-teacher the ransom demand was tagged at Rs.1.5 lakh.
The other victim, Niren Koch, continues to remain in the captivity of the militants."
1233,Rs 2.5 lakh each paid to EJH landslide victims,"Tuesday, June 16, 2015","JOWAI: The East Jaintia Hills District Administration on Monday paid Rs.2.5 lakh each to the next of kin of the victims of the landslide incident at Ratacherra village on Saturday.
East Jaintia Hills Deputy Commissioner W.R. Lyngdoh on Monday informed that the compensation was paid to the families as interim relief only.
“If government funds are available we will consider more compensation for the families of the victims,” Lyngdoh said."
1234,Meet to streamline medicine supply,"Tuesday, June 16, 2015","SHILLONG: Following the report of the Fact Finding Committee which probed the dumping of expired medicines worth over Rs.4 crore, a joint procurement committee under Addl. Chief Secretary in charge Health, Y. Tsering, will meet on Tuesday to discuss the need to supply medicines only as per demand.
The meeting assumes significance as the Government wanted the joint procurement committee to get the suppliers to replace the expired medicines worth over Rs.4 crore."
1235,"Sordar, village secretary held","Tuesday, June 16, 2015","NONGSTOIN/ SHILLONG: in a crackdown on the highhandedness of the traditional heads in the State, police on Monday arrested the Sordar and Secretary of Umsaw village in West Khasi Hills District for allegedly ostracizing a family claiming them to be practitioners of witchcraft.
Maksingh Wahlang (67) of Umsaw village had filed an FIR earlier claiming that he had been tortured, threatened and ostracized by the village Dorbar after he was accused of practicing witchcraft.
However, no action was taken by the police compelling the victim to file a fresh complaint with Nongstoin police on Friday last. Acting on the second complaint, Police arrested Phlander Lyngkhoi (61), Sordar, and Distar Shangoi Syiem (53), Secretary of Umsaw village.
The duo was on Monday remanded in judicial custody.
In his complaint to police, Wahlang stated that the Dorbar had forcefully asked him to submit a letter in October 2012 mentioning that he wanted to leave the village on his own.
“Out of fear I submitted the letter since the Dorbar had threatened to pour boiling water on me,” Wahlang, who is a   father of nine children, said, adding that the Dorbar had also imposed a fine of Rs.20, 000 on him.
Wahlang further informed that he had, earlier, sought the intervention of the Additional Subordinate District Court in the matter.
Acting on the petition, the court has directed the Dorbar Shnong of Umsaw village to refund the fine imposed on him.
However, the Sordar filed an appeal before the District Council Court against the order of the lower court. The matter is still pending before the KHADC court."
1236,"Register case against accused, HC orders SWKH officials","Tuesday, June 16, 2015",Mentally-ill man confined in cell
1237,Headman in JH accused of power misuse,"Tuesday, June 16, 2015","JOWAI: Allegations have been leveled against Kitbot Rymbai, Rangbah Shnong of Khliehtyrshi village and brother of former JHADC CEM M.B. Rymbai, for taking undue advantages of his power as the Rangbah Shnong to threatened people and to illegally claim land belonging to the villagers to usurp compensation awarded for the Jowai Bypass.
A group of women including    Arlin Dkhar and Dita Phawa, both social workers of Khliehtyrshi village, have complained that the Rangbah Shnong had threatened them with dire consequences.
“He came to meet me and threatened to harm me if I did not stop my job as a social worker,” Arlin Dkhar stated in her complaint.
“I had become his enemy as soon as I protested against his illegal move of grabbing the land belonging to my fellow villagers, particularly those who are illiterate and living below the poverty line,” Dita Phwa informed.
“He has recommended many non tribals for PDS and also granted them the right to vote for the district council elections in Jaintia Hills,” Dkhar alleged.
The women’s group urged the West Jaintia Hills district administration to properly verify the JHADC electoral rolls which, they said, was the same as the electoral rolls of the Assembly elections.
The women’s group led by Dkhar and Phawa had lodged a complaint on May 30 but the case was transferred to the Women’s Police Cell in Jowai PS as the FIR stated that the Rangbah Shnong had abused and threatened a woman.
On Monday, both the parties were summoned to Jowai PS but they failed to agree on a compromise.
“The Rangbah Shnong has understood his wrong doings and now he wants a compromised but we want the court of law to provide us justice,” said Dkhar, while urging the police to take action on the FIR instead of summoning both the parties for compromise.
“Who are they (police) to force us to compromise; let the court of law decide what we should do,” she said."
1238,AAYF president arrested for calling GH bandh in May,"Tuesday, June 16, 2015","Tura: Police on Monday arrested Salsam Marak, president of the All A’chik Youth Federation, for calling a two-day all Garo Hills closure in May to protest the delay by the Meghalaya Government in holding of district council polls to the GHADC.Marak was picked up from his home in Tura by police under the Meghalaya Maintenance of Public Order (MMPO) for calling a total shutdown of the Garo Hills on May 19-20.The State Government has been compelled to act against bandh perpetrators following a directive from the High Court of Meghalaya.The high court had pulled up the district administrations and sought a reply on the actions taken against those calling for forcible closures and bandhs which affect normal life."
1239,Union Govt to come out with national policy on drug demand reduction,"Tuesday, June 16, 2015","SHILLONG: Taking cognizance of the growing menace of drug abuse in the country, the Union Ministry of Social Justice and Empowerment would soon come out with a ‘National Policy on Drug Demand Reduction’.
Informing this here on Monday during the first regional workshop on ‘Prevention of Substance (Drugs) Abuse’ in the North East held here, Union Minister for Social Justice and Empowerment Thaawarchand Gehlot asserted that the policy would benefit the Government, NGOs and other stakeholders.
Stating that Prime Minister Narendra Modi has shown deep concern over the menace of drug abuse among youth, the union minister said building awareness and sensitizing the youths on drug abuse prevention is the need of the hour even as he also assured the State Government that the Centre will work in coordination with the states to take on the menace of drug abuse.
Gehlot also informed that India has close proximity to two major opium cultivating areas – the Golden Crescent (Iran-Afghanistan-Pakistan) in the West and the Golden Triangle (Myanmar-Laos-Thailand) in the East – which makes it a region of transit as well as destination for illicit drugs.
Gehlot further informed that the Ministry has designated 12 NGOs having wide experience in the field of prevention of drug abuse as Regional Resource and Training Centres (RRTCs) in different regions of the country which include three in the North East – Nagaland, Mizoram and Manipur.
The de-addiction and rehabilitation centres are run by the NGOs, which are assisted by the Ministry under the Central Sector Scheme for Prevention of Alcoholism and Drug Abuse, Gehlot said.
Gehlot observed with dismay that in the North East several NGOs were working in the field of drug abuse prevention in Manipur but there was no voluntary organization active in other states like Tripura.
“I request the representatives of these states to have a look at this and identify the pockets of drug abuse and recommend the organizations genuinely working in this field to get assistance from the Ministry,” he said while informing that presently the Ministry provides financial assistance of approximately Rs. 4 crore to around 50 NGOs in the North East.
Pointing out that the menace of drug abuse and alcoholism was a matter of concern for all, Union Minister of State for Social Justice and Empowerment, Vijay Sampla, said, “Drug abuse and illicit trafficking continue to have a profoundly negative impact on development and stability across the world.”
‘Cannabis being cultivated in N-E’
Gehlot also stated that cultivation of ganja (cannabis) was taking place in some states of the North East.
Speaking to media persons on the sidelines of the regional workshop, the union minister said cultivation of ganja must be stopped at the earliest. He, however, refused to divulge the names of the states where ganja cultivation was going on.
Reacting to a query on the survey of drug addicts in Meghalaya and across the country, the minister said that conducting survey for drug abuse is difficult since every one denies that he /she is a drug addict.
Stating that the Centre, through the State Government, was conducting a special campaign in Meghalaya, Manipur and Nagaland to identify the drug addicts, Gehlot said more special campaigns will be organized in 2015-16 to identify drug addicts and provide them necessary treatment and other rehabilitations.
Asked about the survey of disabled people in the country, the union minister said that the Centre has expanded the list of diseases labeled as disability from 7 to 19.
Gehlot informed that the Ministry has decided to issue a universal multipurpose card at all-India level for the disable people and even an agency has been appointed for the purpose.
“We will start the survey from next month to identify disabled people,” he said, adding that the Ministry also intends to provide modern facilities in old age homes across the country.
The workshop is being organised by the Ministry of Social Justice and Empowerment in collaboration with the Meghalaya Government and the National Service Scheme. Senior officers from the ministry, Meghalaya Government and NGOs from different parts of the State were present on the occasion."
1240,Concern over growing cases of female drug users in M’laya,"Tuesday, June 16, 2015","SHILLONG: Meghalaya Social Welfare Minister Deborah Marak has expressed concern over the rise in the number of female drugs users in Meghalaya and has sought the cooperation of the Union Government in tackling the menace.
Addressing the first regional workshop on ‘Prevention of Substance (Drugs) Abuse’ in the North East which began here on Monday, Marak stressed that female drug users must be immediately provided with necessary treatment.
She also urged the Union Ministry to sanction treatment centres in Meghalaya to prevent the problem from spiraling out of control.
Pointing out that the State,  apart from the problem of drug abuse, also suffers from the growing menace of alcoholism, Marak informed that the department organises detoxification camps in different parts of the State from time to time.
Marak also urged the Union Government to release funds for the NGOs working in this field on a timely basis."
1241,‘Regular blood donation need of the hour’,"Tuesday, June 16, 2015",World Blood Donor Day observed in city
1242,NER Domestic Workers’ Movement to observe IDW Day,"Tuesday, June 16, 2015","Shillong: The North Eastern Regional Domestic Workers’ Movement (NERDWM) with headquarters in Shillong will be observing the International Domestic Workers’ Day on Tuesday. According to Sr Teresa Salemthangi Ralte, the Regional Coordinator, NERDWM this day is set aside to honour the domestic workers who are unseen, unheard and unnoticed by the public and yet contribute much to the smooth functioning of the family they are employed by and  also to the economy.
Stating that domestic work is the largest female occupation in India and their numbers vary from 4.75 million to over 10 million, Sr Ralte said domestic work is also the most undervalued, underpaid and poorly regulated work. She stated that domestic workers often face sexual harassment at the workplace and are not given decent wages. They are often falsely accused of theft and do not have any social security.
The Domestic Workers will assemble at the St Anthony’s Mini Stadium at 10 am for the inaugural function which will have Ms N Nampuii, Labour Commissioner, Government of Meghalaya as Chief Guest. Following this there will be a rally at 11 am.
“The purpose of this campaign is to urge the Government of India to ratify the International Labour Organisation (ILO) Convention 189 on Decent Work for Domestic Workers”, Sr Ralte said.
She also appealed to all families in the city to enable their domestic workers to attend this important meeting and to show solidarity with the movement."
1243,News Capsule,"Tuesday, June 16, 2015","Workshop
A half-day workshop on Meghalaya Spring Protection Initiatives jointly organized by India Water portal and Meghalaya Basin Development Authority under IBDLP will be held on June 18.EFL course
The English and Foreign Languages University, Shillong in collaboration with Forum on Contemporary Theory, Vadodara will conduct the XIII Theory/Praxis course from June 16 to July 12 at the EFL university, Shillong campus.Youth hostel election
The election for the state branch of the Youth Hostel Association of India will be held on August 22 for electing news office bearers. Members who have valid registration can file their nomination on or before July 22."
1244,KSU irked,"Tuesday, June 16, 2015","NONGPOH: The KSU, North Khasi Hills District has taken strong exception to the National Highway Authority of India’s (NHAI) decision to display the name Barapani instead of the “official” Umiam in the signage put up along NH 40.
Expressing their resentment, the KSU, NKHD submitted a memorandum to Ri Bhoi Deputy Commissioner Pooja Pandey on the issue.
“The State government recently notified that the name Umaim will be used instead of Barapani,” the KSU pointed out while calling for respect to be shown for the official name."
1245,Babu Hajom Kissor Singh remembered in city,"Tuesday, June 16, 2015","SHILLONG: The 150th birth anniversary of U Babu Hajom Kissor Singh, an author, philosopher, linguist, a social and religious reformer and the founder of Khasi Unitarian Movement, was celebrated here on Monday.
The celebration was attended by Unitarian leaders from America, Europe and from across the country. Recalling the works and life of Hajom Kissor Singh, Sahitya Akademi member and principal of St Edmund’s College, Sylvanus Lamare, rued the fact that the man who was instrumental in promoting the Khasi language over 100 years ago was not given the credit he deserved.
“He has not been given the recognition due to him. Even history books do not say much about him. It is unfair on our part not to recognise the contribution of Singh towards the promotion and preservation of Khasi language,” Lamare, who has done a research on the life and works of Singh, said.
He said Hajom Kissor Singh, along with his aides and contemporaries – U Soso Tham and S Challam – were the first Khasi officials to have jointly written to the British government in 1902 to allow the use of Khasi as a medium of instruction and also its use in examinations in Upper Primary School.
Addressing the gathering, Chief Advisor to the State Government, DD Lapang, who was the chief guest on the occasion, said that there is still so much to know and learn about the great Hajom Kissor Singh. He lamented rued that some are not interested to learn and know about him due to prejudices.
“But his teachings will never be irrelevant,” Lapang added.
Born to parents who were practicing the indigenous faith in Saitsohpen at Sohra, in 1865, Singh converted to Christianity at the young age of 15 before he founded the Khasi Unitarian movement in 1887.
“The first hymn book in Khasi language containing readings and songs he wrote was considered as one of the finest books written in simple Khasi language,” Lamare said.
A government servant during the British rule, H K Singh was described as a ‘brilliant young man’ whose sincerity and honesty enabled him to occupy high ranks and positions."
1246,Workshop,"Tuesday, June 16, 2015","MAWKYRWAT: A five-day training of trainers workshop on community-led total led sanitation campaign led by the team of Field Work Foundation, Gurgaon Haryana was inaugurate the multipurpose hall of the office of the South West Khasi Hills DC at Mawkyrwat on Monday.
The workshop is being organized by the District Water & Sanitation Mission (DWSM), West Khasi Hills along with the World Bank -WSP & Feedback foundation.
Speaking during the training session, member secretary, District Water and Sanitation Mission (DWSM), A.Lyngkhoi expressed the need for faster implementation of Swachh Bharat Mission to make all villages fully sanitized within the stipulated time frame.
Under this mission, the DWSM is to ensure that all families in rural areas should have access to safe sanitation."
1247,,"Monday, June 15, 2015","A portion of a wooden bridge on the Baghmara-Tura NH-62 has been washed away. Despite the potential threat to vehicles and pedestrians alike, no attemptis being made by the authorities concerned to repair the bridge.(Photo contributed by Bidansal Sangma)"
1248,Guv sends back VAB,"Monday, June 15, 2015",Shanmuganathan asks Govt to clarify on deleted sections of bill
1249,Ri-Bhoi family ostracized for 20 years on Dorbar’s order,"Monday, June 15, 2015","SHILLONG: Social ostracism of villagers at the behest of the Dorbar Shnong is not a new affair in Meghalaya with scores of such incidents being reported over the years in which the villagers were socially boycotted for days or months.
However, in one of the latest cases that has come to light, a family hailing from Khlieh Umtrew under Mawhati constituency in Ri-Bhoi district has been socially ostracized for almost two decades at the order of the Village Dorbar.
The family of Markaret Jarain was socially ostracized in 1995 after they had raised questions over the decision taken by the Seng Kynthei to collect Rs.2 per head from each resident of the village.
B. Jarain, son of Markaret Jarain, on Sunday informed that his mother (Markaret) had questioned the Seng Kynthei over the decision to collect the money from each resident since she had not attended a meeting of the Seng Kynthei where the decision had been taken.
However, the members of the Seng Kynthei were very angry at her behavior and asked her to pay the amount without any question, Jarain informed.
Following the incident, the Seng Kynthei complained to the executive committee of the Village Dorbar which immediately ordered Markaret’s family to be ostracized from the village.
Following the ostracism order, the family was denied access to the drinking water supply, access to various government schemes including PDS and was also prevented from maintaining any relationship with the villagers, a member of the victimized family said, while adding that even the grocery shops in the village boycotted them in view of the diktat of the Dorbar.
All attempts to reach the Rangbah Shnong of the village, D.L. Nonglait, proved to be unsuccessful as the mobile number registered in his name was no longer in use."
1250,Fresh probe fails to make any headway,"Monday, June 15, 2015","SHILLONG: The second inquiry into the Mookhep firing incident, which resulted in the death of two persons, has been in limbo since March this year as no one has turned up to provide statements on the incident.
It was on September 24, 2014 that two persons including a woman were killed and seven others injured at Mookhep village in East Jaintia Hills when police fired at a mob which had blocked the National Highway protesting against the arrest of a person from Wapungskur village in connection with the attack on police and the magistrate the previous day during the economic blockade against the apathy of the Government in addressing the issues related to ban on coal mining.
The deceased have been identified as Derestmon Siangshai and Setlang Phawa.
The government had ordered a magisterial probe following the incident.
The magisterial inquiry report was submitted to the government in November last year by East Jaintia Hills Addl. Deputy Commissioner S.S. Syiemlieh who carried out the investigation.
Though pressure groups had demanded that the report of the magisterial probe should be made public, the Government instead went ahead with setting up of another inquiry, stating that it was not satisfied with the first probe.  An official source said on Sunday that the second probe headed by Commissioner and Secretary, Urban Affairs department, D.P. Wahlang did not even take off as no one came to file any complaints.
It was in March this year that the State Government had entrusted the probe to Wahlang who later sought more time to complete the task.
The Government had also issued notices though newspapers urging the people to come forward to give their statements, but in vain.
According to the source, Wahlang had written to the Political department last week seeking advice on the next course of action since the probe had not moved at all.
Despite the government stating that there were defects in the first magisterial inquiry into the incident, the relatives of the deceased and the injured together with the pressure groups have been insisting that the report should be made public which, however, has been rejected by the government."
1251,State human rights panel a non-starter,"Monday, June 15, 2015","SHILLONG: Almost two years after the State Cabinet approved its formation, Meghalaya is yet to have a Human Rights Commission.
An official source on Sunday said a meeting had been scheduled last month to discuss the formation of the Meghalaya State Human Rights Commission, but it could not be held.
The next meeting is yet to be scheduled by the High Level Committee examining the matter.   The official source said that the main obstacle to the formation of the Committee was the inability of the State Government to get a retired Judge of either a high court or the Supreme Court to head the panel.
“We had appointed former judge of the lower court M.B. Challam and former Meghalaya DGP P.J.P. Hanaman as members of the Human Rights Commission,” the official said, adding that since the Chairperson was yet to be appointed the Commission had not become functional.
The State Government had approached several persons including former Chief Justice of the High Court of Meghalaya, T. Meena Kumari, and retired Judge of the Supreme Court, Justice M.K. Sharma, to head the panel, but they refused.
The State Cabinet on August 13, 2013 had approved the formation of the State Human Rights Commission and during the Assembly session in March last year, the Government had tabled the Meghalaya Human Rights Commission (Salaries and Allowances and other Terms and Conditions of Service of the Members) Rules, 2014."
1252,State Govt shortlists firm for supply of hardware,"Monday, June 15, 2015",Computerization of PDS in M’laya
1253,One way traffic restored on NH-44,"Monday, June 15, 2015","JOWAI: Following the deadly landslide that claimed four lives in Ratacherra village in East Jaintia Hills District and brought traffic movement to a grinding halt on NH-44 for several hours, movement of vehicles was partially restored on the arterial highway.
Ratacherra Rangbah Shnong Khamsngur Pohiing informed that PWD staff worked overnight to clear the debris including mud and boulders to allow one way movement of vehicles.
The Rangbah Shnong also informed that the four villagers who lost their lives in Saturday’s landslide were buried on Sunday.
“It is a very important route that links various state of the North East and we wish to clear the road immediately for the welfare of the inter-state commuters,” a PWD official said on Sunday."
1254,MCCL workers back to work,"Monday, June 15, 2015",New plant to be commissioned by month-end
1255,CAG to visit Shillong,"Monday, June 15, 2015","SHILLONG: The Comptroller and Auditor General of India, Shashi Kant Sharma is scheduled to visit Shillong from June 15-17. In course of his visit he will unveil a stone pillar at Lyndhurst AG Estate, Laitumakhrah to commemorate 100 years of AG Estate."
1256,Crime Update,"Monday, June 15, 2015","Accident
On June 12 at around 7.30 am, one truck (ML-05K-4542) driven by Bisharlang Syiemlieh (24) fell into a gorge at Maraikaphon, Sohra (EKH). As a result, the driver sustained injuries and was removed to Civil Hospital Shillong.
On June 12 at around 11.30 am, one truck (ML-05H-2597) driven by Shiningstar Kurbah (27 yrs) fell into a gorge at Pomblang Mawsynram (EKH). As a result, the driver sustained injuries and was removed to CH Shillong.
On June 11 at around 8.45 pm, one auto-truck (ML-05H-3549) driven by Phador Sing Nongkhlaw fell into a gorge at Umstiew, Sohra (EKH). As a result the driver and one occupant sustained injuries and were removed to CH Shillong.One knocked down
On June 12 at around 7.40 pm, one motorcycle (ML-05J-4889) ridden by Banshailang Tariang (21 yrs) knocked down one Kurban Ali (20 yrs) at Lummawrie, Laitumkhrah, Shillong. Victim sustained injuries and was removed to Bethany Hospital, Shillong.
On June 11, one unidentified vehicle knocked down Amit Doma (20 yrs) at Mawkdok, Sohra (EKH). Victim sustained injuries and was removed to CH Shillong.Tower batteries stolen
One Uttam Mukherjee lodged a complaint that on June 12 at around 10 am, unknown miscreants stole 25 batteries valued around Rs. 2,03,200/- from a mobile tower at Laitkor (EKH)."
1257,Maggi ban,"Monday, June 15, 2015","WILLIAMNAGAR: In pursuance of the order of the Food Safety Department, Meghalaya, the Deputy Commissioner (Supply) East Garo Hills, had banned the supply and sale of “Maggi Oats Masala Instant Noodles with Tastemakers” in the entire district with immediate effect.
All the distributors, wholesalers and the traders under East Garo Hills district dealing with the Maggi brands had been given instruction to recall the stocks of this food product and also to declare to the concerned Food Safety Authorities and the District Administration under this directive.
All concerned had been directed to strictly comply with this order and warned that legal action will be taken for any violation as per the provision of the Meghalaya Food Safety & Standards Act, 2006, Rules 2011, Regulation 2011 and other Control Orders under Essential Commodities Act, 1955."
1258,Locals complain against Phulbari Apex Bank manager,"Monday, June 15, 2015","TURA: The Branch Manager of the Meghalaya Co-operative Apex Bank in Phulbari might have to answer a question or two in the days to come as angry locals have accused him of being involved in malpractices and even threatened not to clear their loans if he continues in office.
As many as 483 people from villages under Phulbari and its surrounding areas submitted a written complaint to the bank’s Managing Director in Shillong accusing the official of indulging in corrupt practices when it came to opening of new bank accounts.
They alleged that many people were deprived of the Pradhan Mantri Jan Dhan Yojana (PMJDY) scheme on grounds that they did not meet the “personal gratification” of the Bank Manager.
“Most people cannot afford the minimum amount of Rs 500 needed to open a savings bank account as they are poor.
“Now with the denial to open zero balance account in the Apex Bank as well, they will be excluded from availing all government subsidies,” the people said.
They also alleged that loans were being given by the bank only to select customers who could satisfy the personal gratification of the official with the help of middlemen.
They also claimed that the official had collected Rs 50 to Rs 200 from each household during survey works for the PMJDY scheme with assurance of huge amounts of subsidy from the bank.
The people also complained of harassment by the bank official."
1259,Tikrikilla under darkness for five days,"Monday, June 15, 2015","TURA: Tikrikilla in West Garo Hills is under darkness for the last five days thanks to the alleged inefficiency of the Meghalaya Energy and Corporation Limited (MeECL).
The power scenario is causing immense hardship to the general public, especially students, who need to get their marksheets photocopied for securing admissions in higher secondary and Bachelor degree courses.
Taking strong exception to the power scenario, the All A’chik Youth Federation (AAYF), Tikrikilla Regional Unit blamed the MeECL alleging negligence as the reason for the situation.
“Power crisis is persistent and perennial in this part of Garo Hills. Every year, people of the area experience long power cuts barring a few months during winter. The power situation is far better even in the remotest part of Goalpara in Assam than in most parts of our district,” the federation said while demanding that immediate steps be taken by the MeECL to ensure that power is restored in the area.
Demand for uninterrupted power supply in Chokpot
Meanwhile, the election department has decided to approach MeECL to ensure uninterrupted power supply during the Chokpol by poll on June 27 and also during the counting  of votes on June 30.
An official said that considering the irregular supply of power in Garo Hills, there is a need to ensure that  the preparations for polling and counting  are not affected by power disruption"
1260,News Capsule,"Monday, June 15, 2015","Anti-Child Labour Day
East Garo Hills District Labour Office in collaboration with the District Legal Service Authority observed ‘World Day Against Child Labour’ on the premises of District Labour Office, Williamnagar on Friday. Students from various schools attended the programme.World Blood Donor Day
The Meghalaya State Blood Transfusion Council in collaboration with Meghalaya AIDS Control Society and all licensed blood banks will organise the State level observation of World Blood Donor Day on June 15 at Pasteur Institute Auditorium, Lawmali from 10.30 am onwards.School building inaugurated
The newly constructed building of Sacred Heart Secondary School, Mawlangdep, Nongstoin  was inaugurated on Friday. Local MDC Gabriel Wahlang inaugurated the building. Wahlang also felicitated 19 successful students of the school who fared well in the board examinations."
1261,Achievement,"Monday, June 15, 2015","Marilyne Kharkongor has been awarded the degree of doctor of Philosophy by NEHU for her thesis, “Total Literacy Campaign in Ri Bhoi District, Meghalaya: Achievements and Constraints” under the supervision of Prof E Jyrwa. She is the daughter of RK Singh and Susan M Kharkongor."
1262,Music by the lake,"Monday, June 15, 2015","SHILLONG:  The students of department of Fine Arts, Martin Luther Christian University on Saturday treated the visitors of Wards Lake to a musical evening. This is the second time that the University organised such an event in Ward’s Lake to prepare their music students for bigger stages. The event also aimed to provide a platform to students to showcase their skills."
1263,KSU unit formed in Dima-Hasao,"Monday, June 15, 2015","JOWAI: The Khasi Students’ Union, Central body formed its new unit at Umrangsoo (Haflong) in Dima-Hasao District, Assam. “We aim to unite the Khasi Pnar people residing outside Meghalaya,” KSU financial secretary, N Sutnga said in a statement issued here."
